0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,Label
-0.127946332,0.096299954,0.086593464,-0.03572198,-0.056702912,-0.024605395,-0.084198423,-0.06446036,0.120669313,-0.061069783,0.228891075,-0.081857875,-0.164723068,-0.123702481,0.05104899,0.145877317,-0.100992739,-0.15699777,-0.045804247,-0.093125723,-0.0314757,-0.012400493,0.021342961,0.001547067,-0.146472245,-0.413156718,-0.094818607,-0.037886359,0.052704379,-0.035523199,-0.090742216,0.094882831,-0.17198205,-0.084921882,0.046724822,0.149423182,-0.004969811,-0.012207085,0.18327257,-0.041026786,-0.123499028,0.001178984,0.051080294,0.286608994,0.16164127,0.048729926,0.081360318,-0.019236956,0.030612936,-0.149373606,0.093540832,0.1689886,0.059126899,0.037971951,0.050192587,-0.118053168,-0.002588998,0.12093123,-0.155757293,0.089142039,0.045765866,-0.079254314,-0.043426193,-0.054363672,0.246689186,0.121172622,-0.079069205,-0.206170693,0.110219434,-0.133321196,-0.033125915,0.004834401,-0.150954098,-0.162018895,-0.365613222,0.041892748,0.313549131,0.12104702,-0.216386825,0.110975578,-0.009900689,-0.045342978,0.124538764,0.098399118,-0.082512714,0.07472191,-0.124566518,0.015287011,0.214413658,0.021808665,-0.073953301,0.171071485,-0.011898004,0.05412038,0.069371469,0.036597829,-0.058147632,-0.043159366,-0.145564899,-0.030096415,0.067559555,-0.083470263,-0.012865754,0.117898449,-0.167378873,0.130259246,-0.017055079,0.064900666,-0.039550748,0.055705514,-0.090601653,-0.093036316,0.163441181,-0.231679812,0.120773487,0.216892749,0.034407899,0.154370695,0.14756605,0.065433495,0.027128028,0.042793691,-0.120368592,-0.031652033,-0.009822234,-0.005476939,0.099322796,0.136600211,2
-0.145420253,0.090209797,0.096109778,-0.008734271,-0.057592373,-0.048198361,-0.084668458,-0.056726366,0.071474276,-0.056188852,0.261514932,-0.098496355,-0.191262037,-0.103010342,0.032724191,0.136568621,-0.117644243,-0.142840266,-0.072396472,-0.114968933,-0.004024166,0.016189933,-0.007629407,0.015899079,-0.145994008,-0.4033584,-0.06641724,-0.056057528,0.046870135,-0.088043503,-0.094311059,0.09165521,-0.158621401,-0.078068599,0.065630525,0.120463639,0.014003836,-0.016927369,0.18436265,-0.031813387,-0.09432596,0.00233,0.085116394,0.32092452,0.164321393,0.025546903,0.040917106,-0.040578157,0.054830812,-0.155356333,0.05811087,0.160231292,0.111396216,0.05266241,0.056740038,-0.118651129,0.008690343,0.083939575,-0.186650932,0.09851712,0.03143777,-0.103730686,-0.06978935,-0.068756849,0.243063182,0.099841207,-0.090827972,-0.1870794,0.093448222,-0.137635872,-0.048059765,0.005010169,-0.12997587,-0.145423502,-0.343205482,-0.004131576,0.300738782,0.091102265,-0.279519916,0.106182978,-0.019988788,-0.085070342,0.110457748,0.090344191,-0.097102866,0.076414414,-0.122450285,0.042701215,0.212232366,0.022347186,-0.0494112,0.18386139,0.000423369,0.03210593,0.114312589,0.030876003,-0.099301174,-0.0839881,-0.150449917,-0.060884457,0.049681306,-0.11482919,-0.023934133,0.088367499,-0.186462194,0.147147268,0.000862065,0.046473488,-0.032965083,0.017510433,-0.089791924,-0.069649376,0.166750237,-0.23946102,0.114672847,0.193279028,0.060074717,0.152473286,0.10947533,0.03290163,-0.006958986,0.045286573,-0.112988278,-0.037580028,-0.004315614,-0.028022872,0.095102243,0.093559198,2
-0.132771745,0.062518977,0.03677129,-0.02576963,-0.033964407,-0.045671247,-0.102121055,-0.073272273,0.100064233,-0.089467496,0.247973606,-0.097265311,-0.137899175,-0.110984676,0.019077927,0.14642556,-0.152889684,-0.112898231,-0.064336479,-0.11063394,0.001973215,0.021590192,0.000607002,0.020371357,-0.103552274,-0.430587381,-0.069647118,-0.063034385,0.050132252,-0.081580095,-0.068007611,0.098686285,-0.19397296,-0.06951388,0.041994646,0.141322821,-0.005258527,-0.009838263,0.179572344,-0.027974572,-0.1040271,-0.00858099,0.058304183,0.2874313,0.16962941,0.039199125,0.035748567,-0.03419935,0.025702141,-0.174592122,0.053480171,0.15288642,0.036467772,0.057328008,0.031056583,-0.124131553,-0.012686542,0.078685924,-0.12045987,0.073168449,0.058126364,-0.114976138,-0.055183522,-0.027074106,0.271619588,0.09209644,-0.106278799,-0.174830347,0.100826025,-0.10873013,-0.037193879,-0.022591688,-0.112199381,-0.173236251,-0.341261119,0.06515184,0.309090704,0.079311736,-0.224173993,0.1015139,-0.048055381,-0.063892223,0.136377886,0.0914125,-0.053712837,0.03958039,-0.121734999,0.059561498,0.2061968,0.015929215,-0.05319532,0.168442518,-0.058673963,0.047737632,0.06656608,0.073245563,-0.098825432,-0.020586729,-0.153202474,-0.019168995,0.111673638,-0.073518641,-0.0282012,0.129052415,-0.152038544,0.140892655,-0.020422291,0.021346491,-0.003002179,0.010120197,-0.115558423,-0.065903075,0.151730105,-0.212456912,0.172044024,0.199022591,0.082015805,0.193025827,0.152381733,0.049876049,0.022412827,0.020226339,-0.180469215,-0.035592049,-5.21E-05,0.036712013,0.054369062,0.087511174,2
-0.195463151,0.097444609,0.112366892,-0.07248655,-0.074939303,-0.044276964,-0.045695849,-0.074030101,0.129637882,-0.103212163,0.217684701,-0.058085039,-0.175642297,-0.128063962,0.074469589,0.146406949,-0.111977123,-0.201559544,-0.032628838,-0.119413748,-0.035338163,0.023231555,0.015506861,0.032898761,-0.073582098,-0.389121622,-0.059447493,-0.076021992,0.029949196,-0.02868573,-0.050319452,0.066750333,-0.215208158,-0.095584184,0.029800447,0.154710561,-0.00320712,-0.008774196,0.158275634,-0.050702959,-0.153477967,-0.03238992,0.07232786,0.284229845,0.126365691,0.044435486,0.015585134,0.009024717,0.018052427,-0.118446864,0.102596894,0.121395774,0.122402206,-0.019928116,0.069669485,-0.135442615,-0.007452775,0.089007944,-0.1757375,0.069112614,0.068076394,-0.095958583,-0.09279082,-0.073188342,0.270247459,0.134037107,-0.087952882,-0.179702818,0.168673888,-0.096725367,-0.087974958,0.019100558,-0.148537472,-0.107975826,-0.341199815,0.047818448,0.320711851,0.077265009,-0.20525001,0.054217946,0.009712997,-0.000660548,0.071846433,0.118563034,-0.117856406,0.071569614,-0.095741794,0.019784158,0.133188099,0.07707762,-0.123647876,0.122224368,-0.018939503,0.019539597,0.06719064,0.021290921,-0.024054114,-0.057353415,-0.208866388,-0.054846346,0.064473279,-0.07935264,-0.052996237,0.152197152,-0.175453559,0.075549334,-0.001651097,0.015049559,-0.054230589,0.097355828,-0.09278322,-0.073776163,0.106930211,-0.21618332,0.143983662,0.211416259,0.037498977,0.149117664,0.122345142,0.030328158,0.040666893,0.007509104,-0.166595623,-0.092544816,0.045628242,-0.003615444,0.136196345,0.14422372,2
-0.12845847,0.085300684,0.096611276,-0.03455944,-0.054993872,-0.059734479,-0.087919593,-0.078157797,0.099012896,-0.090917259,0.26655966,-0.106726766,-0.17423445,-0.113934435,0.070045829,0.188035756,-0.09106911,-0.148935243,-0.088211849,-0.060780384,-0.022674423,0.002561268,0.0149482,0.013041442,-0.150623277,-0.405230463,-0.087619305,-0.022739364,0.018801823,-0.033899382,-0.11985755,0.107402682,-0.193423942,-0.107677788,0.056571975,0.143535495,-0.015806824,-0.025207449,0.183669508,-0.023628781,-0.152884945,0.020584147,0.075697988,0.275577068,0.168088958,0.037887819,0.087612212,-0.069789611,0.031762838,-0.136804909,0.056519337,0.132237211,0.095999606,0.064798094,0.036586415,-0.121663585,0.030097401,0.092681684,-0.16917266,0.059822142,0.07927113,-0.086372547,-0.052077897,-0.058908328,0.280031413,0.08230646,-0.105409801,-0.182313025,0.11379195,-0.087194361,-0.050014399,0.012492445,-0.154361695,-0.174713314,-0.400601178,0.038999513,0.294127911,0.092421874,-0.262187928,0.100890003,-0.010285336,-0.041430701,0.113428719,0.10899397,-0.064321972,0.070158213,-0.119324483,0.035717294,0.227742001,-0.002665585,-0.051690929,0.176058501,0.014430211,0.038677577,0.073064387,0.073858418,-0.076087035,-0.048592597,-0.169065073,-0.015041752,0.082381338,-0.065502211,-0.021169357,0.120513976,-0.163024157,0.152705878,-0.010944672,0.038053267,-0.04248371,0.036794379,-0.102410212,-0.091327824,0.121082671,-0.229738429,0.11588569,0.202872366,0.049350575,0.139098808,0.152547032,0.067095369,0.001556514,0.058604456,-0.146392271,-0.053156879,0.044692993,0.011152647,0.129582778,0.132384643,2
-0.186080545,0.087892659,0.091157347,-0.054139484,-0.063803613,-2.64E-05,-0.043491259,-0.045716643,0.152639359,-0.127104998,0.229035795,-0.072753891,-0.187864915,-0.146460518,0.082306176,0.159272075,-0.121553712,-0.205955639,-0.041741196,-0.114661656,-0.06225716,0.00988226,-0.006292338,0.01795675,-0.098284468,-0.43926239,-0.040181741,-0.09160132,0.037120812,-0.052678436,-0.070292562,0.109635107,-0.202493414,-0.103552826,0.033474058,0.136261597,0.017905558,0.046030968,0.161707297,-0.020442845,-0.151921853,-0.055864953,0.0438,0.327919155,0.171303362,0.051769275,0.022300046,0.021419266,0.032678429,-0.145893246,0.100330256,0.126793832,0.148678467,0.007241266,0.039267939,-0.116454542,-0.021594033,0.100262448,-0.189441741,0.097059429,0.078951612,-0.160076842,-0.058687121,-0.036147024,0.305759549,0.082934894,-0.089239016,-0.164360359,0.164999202,-0.095572263,-0.036156423,-0.004368344,-0.139840037,-0.13476938,-0.332302302,0.071740657,0.306971908,0.109061852,-0.20814845,0.07878013,-0.028205119,-0.032251772,0.068350516,0.136992589,-0.081941396,0.044855565,-0.075213298,0.008739622,0.153624684,0.060090639,-0.085748389,0.140511438,-0.051843077,-0.013106646,0.068104491,0.002431844,-0.061726935,-0.058361743,-0.166411504,-0.079081208,0.011980481,-0.102228053,-0.017331164,0.116606779,-0.192943394,0.128487632,-0.033424277,0.039046969,-0.033852614,0.0599485,-0.042790446,-0.09553051,0.129328609,-0.223224327,0.132471561,0.207649946,0.064253688,0.203356802,0.101854056,0.052541737,0.039839201,0.023923475,-0.14508532,-0.068239972,0.045013376,-0.006752485,0.143957317,0.1300717,2
-0.157729372,0.061515167,0.122223526,-0.018997807,-0.10622181,-0.047756478,-0.081234083,-0.062952705,0.095885351,-0.099555545,0.225984722,-0.050939634,-0.169360682,-0.055149205,-0.053819615,0.179739758,-0.075655393,-0.169590503,-0.08558055,-0.100996546,0.003198654,-0.040726397,-0.022193097,0.024953946,-0.072996207,-0.350135505,-0.101396114,0.001554076,0.053416606,-0.063893013,-0.046337653,0.07929647,-0.174093142,-0.052574065,-0.008689553,0.121793561,0.029677033,-0.051350392,0.187481016,-0.055950478,-0.163819566,0.033325404,0.068980776,0.279827297,0.158012882,0.046813313,0.06263835,-0.03333997,0.058581922,-0.164173409,0.120548487,0.153107718,0.083096251,0.040053759,0.036913626,-0.12240988,-0.000387028,0.143416077,-0.123306081,0.056288827,0.060747121,-0.056489602,-0.071681604,-0.110467307,0.202264935,0.165125743,-0.090901017,-0.20226638,0.136466399,-0.140166178,-0.05601285,-0.010113128,-0.160758361,-0.096104473,-0.365270764,0.0700505,0.388343781,0.114386536,-0.183493882,0.08238896,0.009856294,-0.021403158,0.081834592,0.096545182,-0.121814281,0.037672147,-0.105655394,0.039461184,0.163689315,0.065289594,-0.075513445,0.134112865,0.010434316,0.004890376,0.042143155,0.088766888,-0.062927961,-0.03049551,-0.133485258,-0.018725459,0.077566892,-0.043257963,-0.007844984,0.113988638,-0.134776548,0.12473692,-0.046727657,0.089336991,-0.015714852,0.090088479,-0.096638769,-0.059288569,0.12591292,-0.170710802,0.110552378,0.172372907,0.017675404,0.10958229,0.17058149,0.115199484,0.016981412,0.02949002,-0.145092979,-0.053704578,0.024947902,-0.017274048,0.112642743,0.143371686,2
-0.147460505,0.102120765,0.094540335,-0.020168088,-0.048601281,-0.051234439,-0.057944275,-0.066723168,0.115662485,-0.063016519,0.261433691,-0.102499686,-0.179405332,-0.138943613,0.079019874,0.163329393,-0.11725989,-0.144613475,-0.067232639,-0.086711429,-0.022550453,-0.007078022,0.01359478,0.030244973,-0.171895266,-0.444634229,-0.071186095,-0.065284759,0.012642999,-0.015977839,-0.112806752,0.13433452,-0.202132374,-0.098241702,0.042927764,0.143376738,0.00312205,0.026110254,0.171950474,-0.029123448,-0.136543512,0.027172608,0.075524352,0.290985346,0.189055264,0.031853195,0.093985662,-0.027546596,0.037810456,-0.139315724,0.05854772,0.143172964,0.107298322,0.057914414,0.036257938,-0.118763238,-0.016616639,0.100642346,-0.168479636,0.077641666,0.071332142,-0.111343578,-0.068750784,-0.049317952,0.284189254,0.090422504,-0.115238249,-0.163530484,0.11979153,-0.110906415,-0.03193238,0.00981785,-0.153197542,-0.169570193,-0.385182798,0.07614775,0.294401646,0.09951786,-0.2535339,0.088918939,-0.027685096,-0.035497032,0.101582266,0.124406531,-0.066791058,0.069493338,-0.114257231,0.054332297,0.204009458,0.024215681,-0.032768779,0.201346874,0.006761625,0.055679463,0.050589599,0.04664585,-0.076332882,-0.055637743,-0.164282084,-0.003509134,0.044715587,-0.06145503,-0.022670787,0.099646367,-0.171539471,0.142501533,-0.017606826,0.047357045,-0.059410919,0.021732135,-0.062189721,-0.075107321,0.11731299,-0.243902817,0.114394113,0.19666104,0.048354663,0.162991107,0.117626272,0.034108348,0.016148429,0.029070962,-0.153901428,-0.026216812,0.052534811,-0.024012089,0.106644392,0.114845507,2
-0.166618109,0.107445821,0.081762865,-0.06511686,-0.102510653,-0.025929911,-0.032223236,-0.086607859,0.136061579,-0.083320871,0.191317946,-0.064632207,-0.173064813,-0.13968879,0.081373647,0.144948214,-0.105985194,-0.202271596,-0.064254098,-0.13144967,-0.052320894,0.031490315,0.029977748,0.036293127,-0.075713575,-0.396276504,-0.042804223,-0.072210222,0.042827189,-0.023432638,-0.039553151,0.081257544,-0.22044076,-0.108010098,0.046398189,0.161775172,-0.021907864,-0.018177003,0.172037691,-0.045415103,-0.144290388,-0.051694859,0.072915912,0.2819345,0.118357897,0.035604108,0.017789364,0.023119617,0.062965997,-0.132033616,0.11812444,0.132494524,0.100569494,0.000976557,0.087509714,-0.116390444,-0.00401641,0.108280867,-0.188652709,0.047596198,0.066331051,-0.093714267,-0.093964353,-0.104999803,0.248788178,0.145158634,-0.055619605,-0.171946347,0.174224511,-0.092066847,-0.08243449,0.007849703,-0.142316192,-0.082693405,-0.345456094,0.032255266,0.332144141,0.088255823,-0.181787953,0.017743615,0.015168915,-0.012488252,0.058980018,0.081839681,-0.110229976,0.061316479,-0.086706094,0.03670878,0.135093644,0.067200333,-0.119656362,0.1199909,-0.009795452,0.008985583,0.066017456,0.019970667,-0.037173286,-0.054561924,-0.205515325,-0.040520541,0.058262195,-0.082686618,-0.032447897,0.136587515,-0.173925966,0.094281644,0.0073209,0.017820917,-0.062794499,0.078809038,-0.094858192,-0.062247995,0.115806587,-0.204014286,0.153352231,0.18427451,0.019892925,0.155507267,0.07958436,0.034523092,0.018814862,-0.011421788,-0.148868695,-0.117389753,0.042121619,0.013807047,0.11194808,0.15173538,2
-0.156544417,0.098934881,0.110639729,-0.049641587,-0.0600967,-0.037992965,-0.024703037,-0.084128708,0.149306029,-0.096146636,0.247302741,-0.067280024,-0.191599891,-0.15067932,0.094594799,0.155528754,-0.125956893,-0.180252865,-0.062871121,-0.127225637,-0.049679473,0.032678913,0.026288791,-0.004763062,-0.097652704,-0.415259272,-0.058724411,-0.069615312,0.028561167,-0.006302505,-0.073938988,0.094804235,-0.218637452,-0.127549902,0.043067697,0.175027847,0.012438707,-0.000716524,0.154402718,-0.04202386,-0.134135664,-0.017728191,0.068527788,0.275757372,0.12120384,0.042846225,0.024169521,0.003208975,0.040558118,-0.113855571,0.088555165,0.117655613,0.113582574,0.013074327,0.052473813,-0.134916395,-0.009891702,0.10047169,-0.19408451,0.063142352,0.070739157,-0.133332223,-0.075113557,-0.074860878,0.268772125,0.115353249,-0.069141828,-0.176273808,0.158451885,-0.089701325,-0.070112444,-0.003395312,-0.152960435,-0.109479114,-0.364346027,0.051077671,0.31101805,0.072486214,-0.21761705,0.052230462,-0.00690878,-0.020329874,0.073992729,0.112916134,-0.073999465,0.093406081,-0.115006447,0.016242299,0.164586097,0.047054298,-0.103601277,0.159554124,-0.028412014,0.039470609,0.075725839,0.009156392,-0.047203723,-0.060328543,-0.207484514,-0.049613241,0.054705285,-0.104600079,-0.045253992,0.116834924,-0.176199079,0.09315709,-0.006760644,0.027347839,-0.052708156,0.054449782,-0.066309951,-0.078985311,0.138793886,-0.220367759,0.154148594,0.215686783,0.033462189,0.184342206,0.0994142,0.047111481,0.011177259,0.014648848,-0.161289707,-0.092984684,0.032274105,0.004287499,0.136842102,0.15508309,2
